namespace	id	display_name	rarity	max_stack
chipped	cut_blank_coal_block	Cut Blank Coal Block	COMMON	128
chipped	glad_coal_block	Glad Coal Block	COMMON	128
chipped	duh_coal_block	Duh Coal Block	COMMON	128
chipped	engraved_coal_block	Engraved Coal Block	COMMON	128
chipped	eroded_coal_block	Eroded Coal Block	COMMON	128
chipped	etched_coal_block_bricks	Etched Coal Block Bricks	COMMON	128
chipped	flat_coal_block_tiles	Flat Coal Block Tiles	COMMON	128
chipped	inlayed_coal_block	Inlayed Coal Block	COMMON	128
chipped	inscribed_coal_block	Inscribed Coal Block	COMMON	128
chipped	layed_coal_block_bricks	Layed Coal Block Bricks	COMMON	128
chipped	loded_coal_block	Loded Coal Block	COMMON	128
chipped	offset_coal_block_bricks	Offset Coal Block Bricks	COMMON	128
chipped	pillar_coal_block_bricks	Pillar Coal Block Bricks	COMMON	128
chipped	prismal_coal_block_remnants	Prismal Coal Block Remnants	COMMON	128
chipped	rough_coal_block	Rough Coal Block	COMMON	128
chipped	rounded_coal_block_bricks	Rounded Coal Block Bricks	COMMON	128
chipped	runic_carved_coal_block	Runic Carved Coal Block	COMMON	128
chipped	sad_coal_block	Sad Coal Block	COMMON	128
chipped	sanded_coal_block	Sanded Coal Block	COMMON	128
chipped	small_coal_block_bricks	Small Coal Block Bricks	COMMON	128
chipped	smooth_inlayed_coal_block	Smooth Inlayed Coal Block	COMMON	128
chipped	smooth_ringed_coal_block	Smooth Ringed Coal Block	COMMON	128
chipped	smoothed_double_inlayed_coal_block	Smoothed Double Inlayed Coal Block	COMMON	128
chipped	spider_coal_block_carving	Spider Coal Block Carving	COMMON	128
chipped	spiraled_coal_block	Spiraled Coal Block	COMMON	128
chipped	stacked_coal_block_bricks	Stacked Coal Block Bricks	COMMON	128
chipped	tiled_coal_block	Tiled Coal Block	COMMON	128
chipped	tiny_coal_block_bricks	Tiny Coal Block Bricks	COMMON	128
chipped	tiny_layered_coal_block_bricks	Tiny Layered Coal Block Bricks	COMMON	128
chipped	tiny_layered_coal_block_slabs	Tiny Layered Coal Block Slabs	COMMON	128
chipped	trodden_coal_block	Trodden Coal Block	COMMON	128
chipped	unamused_coal_block	Unamused Coal Block	COMMON	128
chipped	vertical_cut_coal_block	Vertical Cut Coal Block	COMMON	128
chipped	vertical_disordered_coal_block_bricks	Vertical Disordered Coal Block Bricks	COMMON	128
chipped	weathered_coal_block	Weathered Coal Block	COMMON	128
chipped	bordered_coal_block	Bordered Coal Block	COMMON	128
chipped	brick_bordered_coal_block	Brick Bordered Coal Block	COMMON	128
chipped	cut_coal_block_column	Cut Coal Block Column	COMMON	128
chipped	edged_coal_block_bricks	Edged Coal Block Bricks	COMMON	128
chipped	overlapping_coal_block_tiles	Overlapping Coal Block Tiles	COMMON	128
chipped	polished_coal_block	Polished Coal Block	COMMON	128
chipped	smooth_coal_block_column	Smooth Coal Block Column	COMMON	128
chipped	thick_inlayed_coal_block	Thick Inlayed Coal Block	COMMON	128
chipped	tiled_coal_block_column	Tiled Coal Block Column	COMMON	128
chipped	tiled_bordered_coal_block	Tiled Bordered Coal Block	COMMON	128
chipped	tiny_brick_bordered_coal_block	Tiny Brick Bordered Coal Block	COMMON	128
chipped	curly_coal_block_pillar	Curly Coal Block Pillar	COMMON	128
chipped	fine_coal_block_pillar	Fine Coal Block Pillar	COMMON	128
chipped	ornate_coal_block_pillar	Ornate Coal Block Pillar	COMMON	128
chipped	simple_coal_block_pillar	Simple Coal Block Pillar	COMMON	128
chipped	massive_coal_block_bricks	Massive Coal Block Bricks	COMMON	128
chipped	crying_obsidian_bricks	Crying Obsidian Bricks	COMMON	128
chipped	crying_obsidian_mini_tiles	Crying Obsidian Mini Tiles	COMMON	128
chipped	crying_obsidian_pillar	Crying Obsidian Pillar	COMMON	128
chipped	crying_obsidian_pillar_top	Crying Obsidian Pillar Top	COMMON	128
chipped	crying_obsidian_scales	Crying Obsidian Scales	COMMON	128
chipped	angry_crying_obsidian	Angry Crying Obsidian	COMMON	128
chipped	blank_crying_obsidian_carving	Blank Crying Obsidian Carving	COMMON	128
chipped	carved_crying_obsidian	Carved Crying Obsidian	COMMON	128
chipped	checkered_crying_obsidian_tiles	Checkered Crying Obsidian Tiles	COMMON	128
chipped	cobbled_crying_obsidian	Cobbled Crying Obsidian	COMMON	128
chipped	cracked_crying_obsidian_bricks	Cracked Crying Obsidian Bricks	COMMON	128
chipped	cracked_disordered_crying_obsidian_bricks	Cracked Disordered Crying Obsidian Bricks	COMMON	128
chipped	cracked_flat_crying_obsidian_tiles	Cracked Flat Crying Obsidian Tiles	COMMON	128
chipped	creeper_crying_obsidian_carving	Creeper Crying Obsidian Carving	COMMON	128
chipped	crying_crying_obsidian	Crying Crying Obsidian	COMMON	128
chipped	cut_blank_crying_obsidian	Cut Blank Crying Obsidian	COMMON	128
chipped	glad_crying_obsidian	Glad Crying Obsidian	COMMON	128
chipped	duh_crying_obsidian	Duh Crying Obsidian	COMMON	128
chipped	engraved_crying_obsidian	Engraved Crying Obsidian	COMMON	128
chipped	eroded_crying_obsidian	Eroded Crying Obsidian	COMMON	128
chipped	etched_crying_obsidian_bricks	Etched Crying Obsidian Bricks	COMMON	128
chipped	flat_crying_obsidian_tiles	Flat Crying Obsidian Tiles	COMMON	128
chipped	inlayed_crying_obsidian	Inlayed Crying Obsidian	COMMON	128
chipped	inscribed_crying_obsidian	Inscribed Crying Obsidian	COMMON	128
chipped	layed_crying_obsidian_bricks	Layed Crying Obsidian Bricks	COMMON	128
chipped	loded_crying_obsidian	Loded Crying Obsidian	COMMON	128
chipped	offset_crying_obsidian_bricks	Offset Crying Obsidian Bricks	COMMON	128
chipped	pillar_crying_obsidian_bricks	Pillar Crying Obsidian Bricks	COMMON	128
chipped	prismal_crying_obsidian_remnants	Prismal Crying Obsidian Remnants	COMMON	128
chipped	rough_crying_obsidian	Rough Crying Obsidian	COMMON	128
chipped	rounded_crying_obsidian_bricks	Rounded Crying Obsidian Bricks	COMMON	128
chipped	runic_carved_crying_obsidian	Runic Carved Crying Obsidian	COMMON	128
chipped	sad_crying_obsidian	Sad Crying Obsidian	COMMON	128
chipped	sanded_crying_obsidian	Sanded Crying Obsidian	COMMON	128
chipped	small_crying_obsidian_bricks	Small Crying Obsidian Bricks	COMMON	128
chipped	smooth_inlayed_crying_obsidian	Smooth Inlayed Crying Obsidian	COMMON	128
chipped	smooth_ringed_crying_obsidian	Smooth Ringed Crying Obsidian	COMMON	128
chipped	smoothed_double_inlayed_crying_obsidian	Smoothed Double Inlayed Crying Obsidian	COMMON	128
chipped	spider_crying_obsidian_carving	Spider Crying Obsidian Carving	COMMON	128
chipped	spiraled_crying_obsidian	Spiraled Crying Obsidian	COMMON	128
chipped	stacked_crying_obsidian_bricks	Stacked Crying Obsidian Bricks	COMMON	128
chipped	tiled_crying_obsidian	Tiled Crying Obsidian	COMMON	128
chipped	tiny_crying_obsidian_bricks	Tiny Crying Obsidian Bricks	COMMON	128
chipped	tiny_layered_crying_obsidian_bricks	Tiny Layered Crying Obsidian Bricks	COMMON	128
chipped	tiny_layered_crying_obsidian_slabs	Tiny Layered Crying Obsidian Slabs	COMMON	128
chipped	trodden_crying_obsidian	Trodden Crying Obsidian	COMMON	128
chipped	unamused_crying_obsidian	Unamused Crying Obsidian	COMMON	128
chipped	vertical_cut_crying_obsidian	Vertical Cut Crying Obsidian	COMMON	128
chipped	vertical_disordered_crying_obsidian_bricks	Vertical Disordered Crying Obsidian Bricks	COMMON	128
chipped	weathered_crying_obsidian	Weathered Crying Obsidian	COMMON	128
chipped	bordered_crying_obsidian	Bordered Crying Obsidian	COMMON	128
chipped	brick_bordered_crying_obsidian	Brick Bordered Crying Obsidian	COMMON	128
chipped	cut_crying_obsidian_column	Cut Crying Obsidian Column	COMMON	128
chipped	edged_crying_obsidian_bricks	Edged Crying Obsidian Bricks	COMMON	128
chipped	overlapping_crying_obsidian_tiles	Overlapping Crying Obsidian Tiles	COMMON	128
chipped	polished_crying_obsidian	Polished Crying Obsidian	COMMON	128
chipped	smooth_crying_obsidian_column	Smooth Crying Obsidian Column	COMMON	128
chipped	thick_inlayed_crying_obsidian	Thick Inlayed Crying Obsidian	COMMON	128
chipped	tiled_crying_obsidian_column	Tiled Crying Obsidian Column	COMMON	128
chipped	tiled_bordered_crying_obsidian	Tiled Bordered Crying Obsidian	COMMON	128
chipped	tiny_brick_bordered_crying_obsidian	Tiny Brick Bordered Crying Obsidian	COMMON	128
chipped	curly_crying_obsidian_pillar	Curly Crying Obsidian Pillar	COMMON	128
chipped	fine_crying_obsidian_pillar	Fine Crying Obsidian Pillar	COMMON	128
chipped	ornate_crying_obsidian_pillar	Ornate Crying Obsidian Pillar	COMMON	128
chipped	simple_crying_obsidian_pillar	Simple Crying Obsidian Pillar	COMMON	128
chipped	massive_crying_obsidian_bricks	Massive Crying Obsidian Bricks	COMMON	128
chipped	lodestone_bricks	Lodestone Bricks	COMMON	128
chipped	lodestone_mini_tiles	Lodestone Mini Tiles	COMMON	128
chipped	lodestone_pillar	Lodestone Pillar	COMMON	128
chipped	lodestone_pillar_top	Lodestone Pillar Top	COMMON	128
chipped	lodestone_scales	Lodestone Scales	COMMON	128
chipped	angry_lodestone	Angry Lodestone	COMMON	128
chipped	blank_lodestone_carving	Blank Lodestone Carving	COMMON	128
chipped	blank_lodestone_side	Blank Lodestone Side	COMMON	128
chipped	carved_lodestone	Carved Lodestone	COMMON	128
chipped	checkered_lodestone_tiles	Checkered Lodestone Tiles	COMMON	128
chipped	cobbled_lodestone	Cobbled Lodestone	COMMON	128
chipped	cracked_lodestone_bricks	Cracked Lodestone Bricks	COMMON	128
chipped	cracked_disordered_lodestone_bricks	Cracked Disordered Lodestone Bricks	COMMON	128
chipped	cracked_flat_lodestone_tiles	Cracked Flat Lodestone Tiles	COMMON	128
chipped	creeper_lodestone_carving	Creeper Lodestone Carving	COMMON	128
chipped	crying_lodestone	Crying Lodestone	COMMON	128
chipped	cut_blank_lodestone	Cut Blank Lodestone	COMMON	128
chipped	glad_lodestone	Glad Lodestone	COMMON	128
chipped	diamond_lodestone	Diamond Lodestone	COMMON	128
chipped	dot_lodestone	Dot Lodestone	COMMON	128
chipped	duh_lodestone	Duh Lodestone	COMMON	128
chipped	engraved_lodestone	Engraved Lodestone	COMMON	128
chipped	eroded_lodestone	Eroded Lodestone	COMMON	128
chipped	etched_lodestone_bricks	Etched Lodestone Bricks	COMMON	128
chipped	flat_lodestone_tiles	Flat Lodestone Tiles	COMMON	128
chipped	inlayed_lodestone	Inlayed Lodestone	COMMON	128
chipped	inscribed_lodestone	Inscribed Lodestone	COMMON	128
chipped	layed_lodestone_bricks	Layed Lodestone Bricks	COMMON	128
chipped	offset_lodestone_bricks	Offset Lodestone Bricks	COMMON	128
chipped	pillar_lodestone_bricks	Pillar Lodestone Bricks	COMMON	128
chipped	prismal_lodestone_remnants	Prismal Lodestone Remnants	COMMON	128
chipped	ring_lodestone	Ring Lodestone	COMMON	128
chipped	ring_lodestone_side	Ring Lodestone Side	COMMON	128
chipped	rough_lodestone	Rough Lodestone	COMMON	128
chipped	rounded_lodestone_bricks	Rounded Lodestone Bricks	COMMON	128
chipped	runic_carved_lodestone	Runic Carved Lodestone	COMMON	128
chipped	sad_lodestone	Sad Lodestone	COMMON	128
chipped	sanded_lodestone	Sanded Lodestone	COMMON	128
chipped	sea_lantern_lodestone	Sea Lantern Lodestone	COMMON	128
chipped	small_lodestone_bricks	Small Lodestone Bricks	COMMON	128
chipped	smooth_ringed_lodestone	Smooth Ringed Lodestone	COMMON	128
chipped	smoothed_double_inlayed_lodestone	Smoothed Double Inlayed Lodestone	COMMON	128
chipped	spider_lodestone_carving	Spider Lodestone Carving	COMMON	128
chipped	spiraled_lodestone	Spiraled Lodestone	COMMON	128
chipped	stacked_lodestone_bricks	Stacked Lodestone Bricks	COMMON	128
chipped	tiled_lodestone	Tiled Lodestone	COMMON	128
chipped	tiny_lodestone_bricks	Tiny Lodestone Bricks	COMMON	128
chipped	tiny_layered_lodestone_bricks	Tiny Layered Lodestone Bricks	COMMON	128
chipped	tiny_layered_lodestone_slabs	Tiny Layered Lodestone Slabs	COMMON	128
chipped	trodden_lodestone	Trodden Lodestone	COMMON	128
chipped	unamused_lodestone	Unamused Lodestone	COMMON	128
chipped	vertical_cut_lodestone	Vertical Cut Lodestone	COMMON	128
chipped	vertical_disordered_lodestone_bricks	Vertical Disordered Lodestone Bricks	COMMON	128
chipped	watching_lodestone	Watching Lodestone	COMMON	128
chipped	weathered_lodestone	Weathered Lodestone	COMMON	128
chipped	wider_diamond_lodestone	Wider Diamond Lodestone	COMMON	128
chipped	wider_ring_lodestone	Wider Ring Lodestone	COMMON	128
chipped	wider_watching_lodestone	Wider Watching Lodestone	COMMON	128
chipped	bordered_lodestone	Bordered Lodestone	COMMON	128
chipped	brick_bordered_lodestone	Brick Bordered Lodestone	COMMON	128
chipped	cut_lodestone_column	Cut Lodestone Column	COMMON	128
chipped	edged_lodestone_bricks	Edged Lodestone Bricks	COMMON	128
chipped	overlapping_lodestone_tiles	Overlapping Lodestone Tiles	COMMON	128
chipped	polished_lodestone	Polished Lodestone	COMMON	128
chipped	smooth_lodestone_column	Smooth Lodestone Column	COMMON	128
chipped	thick_inlayed_lodestone	Thick Inlayed Lodestone	COMMON	128
chipped	tiled_lodestone_column	Tiled Lodestone Column	COMMON	128
chipped	tiled_bordered_lodestone	Tiled Bordered Lodestone	COMMON	128
chipped	tiny_brick_bordered_lodestone	Tiny Brick Bordered Lodestone	COMMON	128
chipped	curly_lodestone_pillar	Curly Lodestone Pillar	COMMON	128
chipped	fine_lodestone_pillar	Fine Lodestone Pillar	COMMON	128
chipped	ornate_lodestone_pillar	Ornate Lodestone Pillar	COMMON	128
chipped	simple_lodestone_pillar	Simple Lodestone Pillar	COMMON	128
chipped	massive_lodestone_bricks	Massive Lodestone Bricks	COMMON	128
chipped	lapis_block_bricks	Lapis Block Bricks	COMMON	128
chipped	lapis_block_mini_tiles	Lapis Block Mini Tiles	COMMON	128
chipped	lapis_block_pillar	Lapis Block Pillar	COMMON	128
chipped	lapis_block_pillar_top	Lapis Block Pillar Top	COMMON	128
chipped	lapis_block_scales	Lapis Block Scales	COMMON	128
chipped	angry_lapis_block	Angry Lapis Block	COMMON	128
chipped	blank_lapis_block_carving	Blank Lapis Block Carving	COMMON	128
chipped	carved_lapis_block	Carved Lapis Block	COMMON	128
chipped	checkered_lapis_block_tiles	Checkered Lapis Block Tiles	COMMON	128
chipped	cobbled_lapis_block	Cobbled Lapis Block	COMMON	128
chipped	cracked_lapis_block_bricks	Cracked Lapis Block Bricks	COMMON	128
chipped	cracked_disordered_lapis_block_bricks	Cracked Disordered Lapis Block Bricks	COMMON	128
chipped	cracked_flat_lapis_block_tiles	Cracked Flat Lapis Block Tiles	COMMON	128
chipped	creeper_lapis_block_carving	Creeper Lapis Block Carving	COMMON	128
chipped	crying_lapis_block	Crying Lapis Block	COMMON	128
chipped	cut_blank_lapis_block	Cut Blank Lapis Block	COMMON	128
chipped	glad_lapis_block	Glad Lapis Block	COMMON	128
chipped	duh_lapis_block	Duh Lapis Block	COMMON	128
chipped	engraved_lapis_block	Engraved Lapis Block	COMMON	128
chipped	eroded_lapis_block	Eroded Lapis Block	COMMON	128
chipped	etched_lapis_block_bricks	Etched Lapis Block Bricks	COMMON	128
chipped	flat_lapis_block_tiles	Flat Lapis Block Tiles	COMMON	128
chipped	inlayed_lapis_block	Inlayed Lapis Block	COMMON	128
chipped	inscribed_lapis_block	Inscribed Lapis Block	COMMON	128
chipped	layed_lapis_block_bricks	Layed Lapis Block Bricks	COMMON	128
chipped	loded_lapis_block	Loded Lapis Block	COMMON	128
chipped	offset_lapis_block_bricks	Offset Lapis Block Bricks	COMMON	128
chipped	pillar_lapis_block_bricks	Pillar Lapis Block Bricks	COMMON	128
chipped	prismal_lapis_block_remnants	Prismal Lapis Block Remnants	COMMON	128
chipped	rough_lapis_block	Rough Lapis Block	COMMON	128
chipped	rounded_lapis_block_bricks	Rounded Lapis Block Bricks	COMMON	128
chipped	runic_carved_lapis_block	Runic Carved Lapis Block	COMMON	128
chipped	sad_lapis_block	Sad Lapis Block	COMMON	128
chipped	sanded_lapis_block	Sanded Lapis Block	COMMON	128
chipped	small_lapis_block_bricks	Small Lapis Block Bricks	COMMON	128
chipped	smooth_inlayed_lapis_block	Smooth Inlayed Lapis Block	COMMON	128
chipped	smooth_ringed_lapis_block	Smooth Ringed Lapis Block	COMMON	128
chipped	smoothed_double_inlayed_lapis_block	Smoothed Double Inlayed Lapis Block	COMMON	128
chipped	spider_lapis_block_carving	Spider Lapis Block Carving	COMMON	128
chipped	spiraled_lapis_block	Spiraled Lapis Block	COMMON	128
chipped	stacked_lapis_block_bricks	Stacked Lapis Block Bricks	COMMON	128
chipped	tiled_lapis_block	Tiled Lapis Block	COMMON	128
chipped	tiny_lapis_block_bricks	Tiny Lapis Block Bricks	COMMON	128
chipped	tiny_layered_lapis_block_bricks	Tiny Layered Lapis Block Bricks	COMMON	128
chipped	tiny_layered_lapis_block_slabs	Tiny Layered Lapis Block Slabs	COMMON	128
chipped	trodden_lapis_block	Trodden Lapis Block	COMMON	128
chipped	unamused_lapis_block	Unamused Lapis Block	COMMON	128
chipped	vertical_cut_lapis_block	Vertical Cut Lapis Block	COMMON	128
chipped	vertical_disordered_lapis_block_bricks	Vertical Disordered Lapis Block Bricks	COMMON	128
chipped	weathered_lapis_block	Weathered Lapis Block	COMMON	128
chipped	bordered_lapis_block	Bordered Lapis Block	COMMON	128
chipped	brick_bordered_lapis_block	Brick Bordered Lapis Block	COMMON	128
chipped	cut_lapis_block_column	Cut Lapis Block Column	COMMON	128
chipped	edged_lapis_block_bricks	Edged Lapis Block Bricks	COMMON	128
chipped	overlapping_lapis_block_tiles	Overlapping Lapis Block Tiles	COMMON	128
chipped	polished_lapis_block	Polished Lapis Block	COMMON	128
chipped	smooth_lapis_block_column	Smooth Lapis Block Column	COMMON	128
chipped	thick_inlayed_lapis_block	Thick Inlayed Lapis Block	COMMON	128
chipped	tiled_lapis_block_column	Tiled Lapis Block Column	COMMON	128
chipped	tiled_bordered_lapis_block	Tiled Bordered Lapis Block	COMMON	128
chipped	tiny_brick_bordered_lapis_block	Tiny Brick Bordered Lapis Block	COMMON	128
chipped	curly_lapis_block_pillar	Curly Lapis Block Pillar	COMMON	128
chipped	fine_lapis_block_pillar	Fine Lapis Block Pillar	COMMON	128
chipped	ornate_lapis_block_pillar	Ornate Lapis Block Pillar	COMMON	128
chipped	simple_lapis_block_pillar	Simple Lapis Block Pillar	COMMON	128
chipped	massive_lapis_block_bricks	Massive Lapis Block Bricks	COMMON	128
chipped	diamond_block_panels	Diamond Block Panels	COMMON	128
chipped	ancient_diamond_block	Ancient Diamond Block	COMMON	128
chipped	chipped_diamond_block	Chipped Diamond Block	COMMON	128
chipped	embossed_diamond_block	Embossed Diamond Block	COMMON	128
chipped	engraved_diamond_block	Engraved Diamond Block	COMMON	128
chipped	layered_diamond_block	Layered Diamond Block	COMMON	128
chipped	plated_diamond_block	Plated Diamond Block	COMMON	128
chipped	pressed_diamond_block	Pressed Diamond Block	COMMON	128
chipped	reinforced_diamond_block	Reinforced Diamond Block	COMMON	128
chipped	sheet_diamond_block	Sheet Diamond Block	COMMON	128
chipped	shuttered_diamond_block	Shuttered Diamond Block	COMMON	128
chipped	stacked_diamond_block	Stacked Diamond Block	COMMON	128
chipped	emerald_block_panels	Emerald Block Panels	COMMON	128
chipped	ancient_emerald_block	Ancient Emerald Block	COMMON	128
chipped	chipped_emerald_block	Chipped Emerald Block	COMMON	128
chipped	embossed_emerald_block	Embossed Emerald Block	COMMON	128
chipped	engraved_emerald_block	Engraved Emerald Block	COMMON	128
chipped	layered_emerald_block	Layered Emerald Block	COMMON	128
chipped	plated_emerald_block	Plated Emerald Block	COMMON	128
chipped	polished_emerald_block	Polished Emerald Block	COMMON	128
chipped	reinforced_emerald_block	Reinforced Emerald Block	COMMON	128
chipped	sheet_emerald_block	Sheet Emerald Block	COMMON	128
chipped	shuttered_emerald_block	Shuttered Emerald Block	COMMON	128
chipped	stacked_emerald_block	Stacked Emerald Block	COMMON	128
chipped	gold_block_panels	Gold Block Panels	COMMON	128
chipped	ancient_gold_block	Ancient Gold Block	COMMON	128
chipped	chipped_gold_block	Chipped Gold Block	COMMON	128
chipped	embossed_gold_block	Embossed Gold Block	COMMON	128
chipped	engraved_gold_block	Engraved Gold Block	COMMON	128
chipped	layered_gold_block	Layered Gold Block	COMMON	128
chipped	plated_gold_block	Plated Gold Block	COMMON	128
chipped	pressed_gold_block	Pressed Gold Block	COMMON	128
chipped	reinforced_gold_block	Reinforced Gold Block	COMMON	128
chipped	sheet_gold_block	Sheet Gold Block	COMMON	128
chipped	shuttered_gold_block	Shuttered Gold Block	COMMON	128
chipped	stacked_gold_block	Stacked Gold Block	COMMON	128
chipped	iron_block_panels	Iron Block Panels	COMMON	128
chipped	ancient_iron_block	Ancient Iron Block	COMMON	128
chipped	chipped_iron_block	Chipped Iron Block	COMMON	128
chipped	engraved_iron_block	Engraved Iron Block	COMMON	128
chipped	layered_iron_block	Layered Iron Block	COMMON	128
chipped	plated_iron_block	Plated Iron Block	COMMON	128
chipped	polished_iron_block	Polished Iron Block	COMMON	128
chipped	pressed_iron_block	Pressed Iron Block	COMMON	128
chipped	reinforced_iron_block	Reinforced Iron Block	COMMON	128
chipped	sheet_iron_block	Sheet Iron Block	COMMON	128
chipped	shuttered_iron_block	Shuttered Iron Block	COMMON	128
chipped	stacked_iron_block	Stacked Iron Block	COMMON	128
chipped	netherite_block_panels	Netherite Block Panels	COMMON	128
chipped	chipped_netherite_block	Chipped Netherite Block	COMMON	128
chipped	embossed_netherite_block	Embossed Netherite Block	COMMON	128
chipped	engraved_netherite_block	Engraved Netherite Block	COMMON	128
chipped	layered_netherite_block	Layered Netherite Block	COMMON	128
chipped	plated_netherite_block	Plated Netherite Block	COMMON	128
chipped	polished_netherite_block	Polished Netherite Block	COMMON	128
chipped	pressed_netherite_block	Pressed Netherite Block	COMMON	128
chipped	reinforced_netherite_block	Reinforced Netherite Block	COMMON	128
chipped	sheet_netherite_block	Sheet Netherite Block	COMMON	128
chipped	shuttered_netherite_block	Shuttered Netherite Block	COMMON	128
chipped	stacked_netherite_block	Stacked Netherite Block	COMMON	128
chipped	bulby_sponge	Bulby Sponge	COMMON	128
chipped	fine_sponge	Fine Sponge	COMMON	128
chipped	giant_sponge	Giant Sponge	COMMON	128
chipped	lush_sponge	Lush Sponge	COMMON	128
chipped	old_sponge	Old Sponge	COMMON	128
chipped	smooth_sponge	Smooth Sponge	COMMON	128
chipped	soft_sponge	Soft Sponge	COMMON	128
chipped	broken_glowstone	Broken Glowstone	COMMON	128
chipped	bulbed_glowstone	Bulbed Glowstone	COMMON	128
chipped	cracked_glowstone	Cracked Glowstone	COMMON	128
chipped	double_inlayed_glowstone	Double Inlayed Glowstone	COMMON	128
chipped	edged_glowstone_lantern	Edged Glowstone Lantern	COMMON	128
chipped	fancy_glowstone_lantern	Fancy Glowstone Lantern	COMMON	128
chipped	framed_glowstone_lantern	Framed Glowstone Lantern	COMMON	128
chipped	glowing_lodestone_side	Glowing Lodestone Side	COMMON	128
chipped	glowstone_lantern	Glowstone Lantern	COMMON	128
chipped	hived_glowstone	Hived Glowstone	COMMON	128
chipped	inlayed_glowstone	Inlayed Glowstone	COMMON	128
chipped	nether_engraved_glowstone	Nether Engraved Glowstone	COMMON	128
chipped	ornate_glowstone_lantern	Ornate Glowstone Lantern	COMMON	128
chipped	patterned_glowstone	Patterned Glowstone	COMMON	128
chipped	polished_glowstone	Polished Glowstone	COMMON	128
chipped	shimmering_glowstone	Shimmering Glowstone	COMMON	128
chipped	smooth_glowstone	Smooth Glowstone	COMMON	128
chipped	thick_inlayed_glowstone	Thick Inlayed Glowstone	COMMON	128
chipped	tiled_glowstone_pillar	Tiled Glowstone Pillar	COMMON	128
chipped	wither_engraved_glowstone	Wither Engraved Glowstone	COMMON	128
chipped	ancient_waxed_copper_block	Ancient Waxed Copper Block	COMMON	128
chipped	chipped_waxed_copper_block	Chipped Waxed Copper Block	COMMON	128
chipped	embossed_waxed_copper_block	Embossed Waxed Copper Block	COMMON	128
chipped	engraved_waxed_copper_block	Engraved Waxed Copper Block	COMMON	128
chipped	layered_waxed_copper_block	Layered Waxed Copper Block	COMMON	128
chipped	plated_waxed_copper_block	Plated Waxed Copper Block	COMMON	128
chipped	pressed_waxed_copper_block	Pressed Waxed Copper Block	COMMON	128
chipped	reinforced_waxed_copper_block	Reinforced Waxed Copper Block	COMMON	128
chipped	sheet_waxed_copper_block	Sheet Waxed Copper Block	COMMON	128
chipped	shuttered_waxed_copper_block	Shuttered Waxed Copper Block	COMMON	128
chipped	stacked_waxed_copper_block	Stacked Waxed Copper Block	COMMON	128
chipped	ancient_waxed_exposed_copper	Ancient Waxed Exposed Copper	COMMON	128
chipped	chipped_waxed_exposed_copper	Chipped Waxed Exposed Copper	COMMON	128
chipped	embossed_waxed_exposed_copper	Embossed Waxed Exposed Copper	COMMON	128
chipped	engraved_waxed_exposed_copper	Engraved Waxed Exposed Copper	COMMON	128
chipped	layered_waxed_exposed_copper	Layered Waxed Exposed Copper	COMMON	128
chipped	plated_waxed_exposed_copper	Plated Waxed Exposed Copper	COMMON	128
chipped	pressed_waxed_exposed_copper	Pressed Waxed Exposed Copper	COMMON	128
chipped	reinforced_waxed_exposed_copper	Reinforced Waxed Exposed Copper	COMMON	128
chipped	sheet_waxed_exposed_copper	Sheet Waxed Exposed Copper	COMMON	128
chipped	shuttered_waxed_exposed_copper	Shuttered Waxed Exposed Copper	COMMON	128
chipped	stacked_waxed_exposed_copper	Stacked Waxed Exposed Copper	COMMON	128
chipped	ancient_waxed_weathered_copper	Ancient Waxed Weathered Copper	COMMON	128
chipped	chipped_waxed_weathered_copper	Chipped Waxed Weathered Copper	COMMON	128
chipped	embossed_waxed_weathered_copper	Embossed Waxed Weathered Copper	COMMON	128
chipped	engraved_waxed_weathered_copper	Engraved Waxed Weathered Copper	COMMON	128
chipped	layered_waxed_weathered_copper	Layered Waxed Weathered Copper	COMMON	128
chipped	plated_waxed_weathered_copper	Plated Waxed Weathered Copper	COMMON	128
chipped	pressed_waxed_weathered_copper	Pressed Waxed Weathered Copper	COMMON	128
chipped	reinforced_waxed_weathered_copper	Reinforced Waxed Weathered Copper	COMMON	128
chipped	sheet_waxed_weathered_copper	Sheet Waxed Weathered Copper	COMMON	128
chipped	shuttered_waxed_weathered_copper	Shuttered Waxed Weathered Copper	COMMON	128
chipped	stacked_waxed_weathered_copper	Stacked Waxed Weathered Copper	COMMON	128
chipped	ancient_waxed_oxidized_copper	Ancient Waxed Oxidized Copper	COMMON	128
chipped	chipped_waxed_oxidized_copper	Chipped Waxed Oxidized Copper	COMMON	128
chipped	embossed_waxed_oxidized_copper	Embossed Waxed Oxidized Copper	COMMON	128
chipped	engraved_waxed_oxidized_copper	Engraved Waxed Oxidized Copper	COMMON	128
chipped	layered_waxed_oxidized_copper	Layered Waxed Oxidized Copper	COMMON	128
chipped	plated_waxed_oxidized_copper	Plated Waxed Oxidized Copper	COMMON	128
chipped	pressed_waxed_oxidized_copper	Pressed Waxed Oxidized Copper	COMMON	128
chipped	reinforced_waxed_oxidized_copper	Reinforced Waxed Oxidized Copper	COMMON	128
chipped	sheet_waxed_oxidized_copper	Sheet Waxed Oxidized Copper	COMMON	128
chipped	shuttered_waxed_oxidized_copper	Shuttered Waxed Oxidized Copper	COMMON	128
chipped	stacked_waxed_oxidized_copper	Stacked Waxed Oxidized Copper	COMMON	128
